10 134
20 160
30 137
40 119
50 138
60 144
70 157
80 158
90 136
100 145
110 146
120 142
130 149
140 150
150 144
160 141
170 144
180 154
190 140
200 132
210 126
220 156
230 164
240 160
250 149
260 142
270 144
280 144
290 134
300 145
310 149
320 140
330 149
340 147
350 152
360 139
370 124
380 124
390 125
400 126
410 129
420 145
430 126
440 118
450 118
460 143
470 136
480 141
490 137
500 130
510 121
520 114
530 106
540 118
550 115
560 109
570 98
580 98
590 98
600 98
610 97
620 96
630 97
640 97
650 95
660 93
670 93
680 93
690 93
700 93
710 91
720 91
730 91
740 91
750 91
760 91
770 88
780 88
790 88
800 88
810 88
820 88
830 88
840 88
850 84
860 84
870 84
880 84
890 84
900 84
910 84
920 84
930 82
940 82
950 82
960 82
970 82
980 82
990 79
1000 79
1010 76
1020 76
1030 76
